Transaction Date,Total Spent,Location,Province,Item
2022-01-11,7.91,In-store,Newfoundland and Labrador,Sandwich
2022-01-26,24.21,In-store,Manitoba,Sandwich
2022-01-17,15.74,In-store,Manitoba,Sandwich
2022-01-04,15.86,Takeaway,British Columbia,Sandwich
2022-01-04,8.35,In-store,Saskatchewan,Sandwich
2022-01-26,23.64,In-store,British Columbia,Sandwich
2022-01-03,12.84,In-store,British Columbia,Sandwich
2022-01-10,7.74,In-store,Newfoundland and Labrador,Sandwich
2022-01-11,7.87,In-store,British Columbia,Sandwich
2022-01-06,7.87,Takeaway,British Columbia,Sandwich
2022-01-11,15.96,In-store,Newfoundland and Labrador,Sandwich
2022-01-24,23.58,Takeaway,Newfoundland and Labrador,Sandwich
2022-01-02,15.84,Takeaway,Newfoundland and Labrador,Sandwich
2022-01-26,23.86,In-store,Newfoundland and Labrador,Sandwich
2022-01-27,31.67,Takeaway,British Columbia,Sandwich
2022-01-12,7.97,Takeaway,Saskatchewan,Sandwich
2022-01-05,7.73,In-store,Newfoundland and Labrador,Sandwich
2022-01-19,2.0,In-store,British Columbia,Donut
2022-01-05,5.84,In-store,Saskatchewan,Donut
2022-01-12,2.0,In-store,Manitoba,Donut
2022-01-31,2.0,In-store,Manitoba,Donut
2022-01-31,5.98,Takeaway,Newfoundland and Labrador,Donut
2022-01-25,2.0,In-store,British Columbia,Donut
2022-01-11,6.03,In-store,British Columbia,Donut
2022-01-21,4.17,Takeaway,Saskatchewan,Donut
2022-01-22,2.04,In-store,Newfoundland and Labrador,Donut
2022-01-13,4.13,Takeaway,Saskatchewan,Donut
2022-01-20,8.01,Takeaway,British Columbia,Donut
2022-01-02,2.0,In-store,Saskatchewan,Donut
2022-01-07,2.0,Takeaway,Saskatchewan,Donut
2022-01-17,2.03,In-store,Saskatchewan,Donut
2022-01-06,2.01,In-store,British Columbia,Donut
2022-01-06,2.03,In-store,Newfoundland and Labrador,Donut
2022-01-26,2.01,In-store,British Columbia,Donut
2022-01-31,2.01,Takeaway,British Columbia,Donut
2022-01-18,3.95,Takeaway,Manitoba,Donut
2022-01-26,6.05,In-store,British Columbia,Donut
2022-01-31,7.65,Takeaway,Manitoba,Donut
2022-01-05,6.04,In-store,British Columbia,Donut
2022-01-14,3.84,In-store,British Columbia,Donut
2022-01-13,2.01,Takeaway,Manitoba,Donut
2022-01-04,3.93,Takeaway,British Columbia,Donut
2022-01-24,2.05,Takeaway,British Columbia,Donut
2022-01-14,2.01,In-store,Saskatchewan,Donut
2022-01-15,7.95,Takeaway,British Columbia,Donut
2022-01-05,6.01,In-store,Manitoba,Donut
2022-01-06,2.02,In-store,Newfoundland and Labrador,Donut
2022-01-28,7.87,Takeaway,Saskatchewan,Donut
2022-01-03,2.05,Takeaway,British Columbia,Donut
2022-01-08,4.18,In-store,British Columbia,Donut
2022-01-10,4.06,Takeaway,British Columbia,Donut
2022-01-17,2.0,Takeaway,British Columbia,Donut
2022-01-19,5.88,Takeaway,Newfoundland and Labrador,Donut
2022-01-17,3.97,Takeaway,Saskatchewan,Donut
2022-01-04,3.99,In-store,Saskatchewan,Donut
2022-01-09,4.01,In-store,British Columbia,Donut
2022-01-26,2.0,In-store,Newfoundland and Labrador,Donut
2022-01-20,3.96,In-store,British Columbia,Donut
2022-01-20,2.0,Takeaway,British Columbia,Donut
2022-01-21,2.0,In-store,British Columbia,Donut
2022-01-24,3.98,In-store,Manitoba,Donut
2022-01-03,4.04,Takeaway,Newfoundland and Labrador,Donut
2022-01-12,4.0,In-store,British Columbia,Donut
2022-01-18,6.05,In-store,Manitoba,Donut
2022-01-11,2.01,Takeaway,Saskatchewan,Donut
2022-01-26,5.98,Takeaway,Manitoba,Donut
2022-01-16,7.92,Takeaway,Newfoundland and Labrador,Donut
2022-01-25,4.05,In-store,Saskatchewan,Donut
2022-01-27,2.0,In-store,Saskatchewan,Donut
2022-01-17,3.97,In-store,British Columbia,Donut
2022-01-28,3.95,In-store,British Columbia,Donut
2022-01-19,2.0,In-store,British Columbia,Donut
2022-01-26,5.92,Takeaway,British Columbia,Donut
2022-01-11,8.09,In-store,Saskatchewan,Donut
2022-01-17,2.03,In-store,Newfoundland and Labrador,Donut
2022-01-17,5.83,In-store,Manitoba,Donut
2022-01-04,2.01,In-store,British Columbia,Donut
2022-01-13,2.0,In-store,Manitoba,Donut
2022-01-28,2.02,Takeaway,Manitoba,Donut
2022-01-20,2.0,Takeaway,Newfoundland and Labrador,Donut
2022-01-06,2.0,Takeaway,British Columbia,Donut
2022-01-11,5.79,In-store,Manitoba,Donut
2022-01-06,2.0,In-store,British Columbia,Donut
2022-01-03,3.91,Takeaway,Manitoba,Donut
2022-01-28,7.76,Takeaway,Saskatchewan,Donut
2022-01-14,4.01,In-store,Newfoundland and Labrador,Donut
2022-01-11,4.08,Takeaway,British Columbia,Donut
2022-01-19,6.05,In-store,Newfoundland and Labrador,Donut
2022-01-01,3.95,In-store,British Columbia,Donut
2022-01-10,9.71,In-store,Newfoundland and Labrador,Donut
2022-01-22,4.05,Takeaway,Manitoba,Donut
2022-01-20,2.0,In-store,British Columbia,Donut
2022-01-31,2.03,Takeaway,Saskatchewan,Donut
2022-01-20,7.98,In-store,Manitoba,Donut
2022-01-16,9.84,In-store,Newfoundland and Labrador,Donut
2022-01-24,4.03,Takeaway,British Columbia,Donut
2022-01-28,2.0,In-store,Newfoundland and Labrador,Donut
2022-01-23,4.04,Takeaway,British Columbia,Donut
2022-01-31,2.0,Takeaway,British Columbia,Donut
2022-01-25,10.31,In-store,Saskatchewan,Cookie
2022-01-27,2.6,In-store,Saskatchewan,Cookie
2022-01-04,4.82,Takeaway,Newfoundland and Labrador,Cookie
2022-01-24,5.03,Takeaway,Saskatchewan,Cookie
2022-01-14,7.48,In-store,Manitoba,Cookie
2022-01-18,5.01,In-store,Saskatchewan,Cookie
2022-01-20,7.44,In-store,Newfoundland and Labrador,Cookie
2022-01-31,7.42,Takeaway,British Columbia,Cookie
2022-01-31,4.89,Takeaway,Newfoundland and Labrador,Cookie
2022-01-10,12.52,In-store,British Columbia,Cookie
2022-01-24,5.09,In-store,Newfoundland and Labrador,Cookie
2022-01-24,2.48,In-store,Saskatchewan,Cookie
2022-01-11,4.97,In-store,Manitoba,Cookie
2022-01-05,4.93,In-store,Saskatchewan,Cookie
2022-01-03,7.35,In-store,Saskatchewan,Cookie
2022-01-25,9.95,In-store,Manitoba,Cookie
2022-01-17,2.52,Takeaway,Saskatchewan,Cookie
2022-01-31,5.13,In-store,Saskatchewan,Cookie
2022-01-15,7.38,In-store,British Columbia,Cookie
2022-01-31,2.44,In-store,Saskatchewan,Cookie
2022-01-13,2.5,In-store,British Columbia,Cookie
2022-01-25,2.56,In-store,British Columbia,Cookie
2022-01-04,7.32,In-store,Newfoundland and Labrador,Cookie
2022-01-18,5.13,In-store,British Columbia,Cookie
2022-01-25,2.48,In-store,Newfoundland and Labrador,Cookie
2022-01-28,2.54,In-store,Newfoundland and Labrador,Cookie
2022-01-26,3.62,Takeaway,Saskatchewan,Cookie
2022-01-03,7.57,Takeaway,Saskatchewan,Cookie
2022-01-12,2.58,Takeaway,British Columbia,Cookie
2022-01-03,12.47,In-store,Newfoundland and Labrador,Cookie
2022-01-04,10.2,In-store,Manitoba,Cookie
2022-01-21,2.51,In-store,British Columbia,Cookie
2022-01-23,7.56,Takeaway,Saskatchewan,Cookie
2022-01-25,7.38,In-store,Saskatchewan,Cookie
2022-01-27,2.49,Takeaway,Manitoba,Cookie
2022-01-24,2.49,Takeaway,Saskatchewan,Cookie
2022-01-25,2.43,In-store,Newfoundland and Labrador,Cookie
2022-01-03,2.52,In-store,Manitoba,Cookie
2022-01-08,7.38,Takeaway,Saskatchewan,Cookie
2022-01-20,5.07,Takeaway,Saskatchewan,Cookie
2022-01-27,2.54,Takeaway,British Columbia,Cookie
2022-01-01,4.95,Takeaway,Manitoba,Cookie
2022-01-17,5.14,In-store,British Columbia,Cookie
2022-01-21,2.55,In-store,British Columbia,Cookie
2022-01-03,7.41,Takeaway,British Columbia,Cookie
2022-01-13,12.4,Takeaway,Manitoba,Cookie
2022-01-28,5.08,In-store,Manitoba,Cookie
2022-01-21,2.52,In-store,British Columbia,Cookie
2022-01-08,7.64,Takeaway,Saskatchewan,Cookie
2022-01-27,5.0,Takeaway,British Columbia,Cookie
2022-01-11,2.46,In-store,Manitoba,Cookie
2022-01-27,12.37,In-store,Manitoba,Cookie
2022-01-10,7.59,In-store,British Columbia,Cookie
2022-01-19,7.21,In-store,Saskatchewan,Cookie
2022-01-13,4.77,In-store,British Columbia,Cookie
2022-01-10,2.53,In-store,Manitoba,Cookie
2022-01-27,2.47,In-store,Newfoundland and Labrador,Cookie
2022-01-06,10.09,Takeaway,Saskatchewan,Cookie
2022-01-04,7.74,Takeaway,Saskatchewan,Cookie
2022-01-11,4.9,In-store,Newfoundland and Labrador,Cookie
2022-01-23,7.62,Takeaway,Newfoundland and Labrador,Cookie
2022-01-25,2.42,Takeaway,British Columbia,Cookie
2022-01-31,12.43,In-store,Manitoba,Cookie
2022-01-10,9.86,In-store,Newfoundland and Labrador,Cookie
2022-01-13,2.5,In-store,Newfoundland and Labrador,Cookie
2022-01-05,2.53,In-store,British Columbia,Cookie
2022-01-18,2.52,In-store,Saskatchewan,Cookie
2022-01-31,2.5,Takeaway,Manitoba,Cookie
2022-01-22,7.73,Takeaway,Manitoba,Cookie
2022-01-19,5.11,Takeaway,Saskatchewan,Cookie
2022-01-13,5.07,Takeaway,Saskatchewan,Cookie
2022-01-28,2.49,Takeaway,British Columbia,Cookie
2022-01-17,10.13,In-store,Saskatchewan,Cookie
2022-01-05,2.42,In-store,Newfoundland and Labrador,Cookie
2022-01-12,10.21,In-store,Saskatchewan,Cookie
2022-01-03,7.5,In-store,Saskatchewan,Cookie
2022-01-07,2.62,In-store,Manitoba,Cookie
2022-01-02,7.47,Takeaway,British Columbia,Cookie
2022-01-14,4.96,In-store,Newfoundland and Labrador,Cookie
2022-01-20,7.66,Takeaway,Newfoundland and Labrador,Cookie
2022-01-11,12.31,In-store,Saskatchewan,Cookie
2022-01-13,7.56,Takeaway,Saskatchewan,Cookie
2022-01-31,12.72,Takeaway,Manitoba,Cookie
2022-01-24,2.5,In-store,Newfoundland and Labrador,Cookie
2022-01-18,4.91,In-store,Manitoba,Cookie
2022-01-10,7.49,Takeaway,Saskatchewan,Cookie
2022-01-28,2.43,In-store,Manitoba,Cookie
2022-01-08,7.28,In-store,Newfoundland and Labrador,Cookie
2022-01-11,4.95,In-store,Manitoba,Cookie
2022-01-28,2.44,In-store,Manitoba,Cookie
2022-01-17,9.99,In-store,British Columbia,Cookie
2022-01-24,4.87,Takeaway,Manitoba,Cookie
2022-01-19,5.01,Takeaway,Manitoba,Cookie
2022-01-20,10.23,Takeaway,Saskatchewan,Cookie
2022-01-10,2.56,In-store,Newfoundland and Labrador,Cookie
2022-01-08,2.55,In-store,Newfoundland and Labrador,Cookie
2022-01-11,4.88,Takeaway,British Columbia,Cookie
2022-01-06,44.0,Takeaway,British Columbia,Salad
2022-01-27,18.09,In-store,Manitoba,Salad
2022-01-10,27.51,In-store,Manitoba,Salad
2022-01-18,17.47,Takeaway,British Columbia,Salad
2022-01-25,27.58,In-store,British Columbia,Salad
2022-01-25,17.44,Takeaway,Manitoba,Salad
2022-01-14,9.08,Takeaway,British Columbia,Salad
2022-01-16,18.58,Takeaway,British Columbia,Salad
2022-01-31,9.08,Takeaway,Newfoundland and Labrador,Salad
2022-01-21,8.96,Takeaway,Newfoundland and Labrador,Salad
2022-01-26,9.1,In-store,British Columbia,Salad
2022-01-28,17.57,Takeaway,British Columbia,Salad
2022-01-25,26.57,Takeaway,Saskatchewan,Salad
2022-01-06,17.62,In-store,Newfoundland and Labrador,Salad
2022-01-18,8.88,Takeaway,Manitoba,Salad
2022-01-04,18.37,In-store,Saskatchewan,Salad
2022-01-20,27.66,In-store,British Columbia,Salad
2022-01-31,26.95,In-store,Saskatchewan,Salad
2022-01-17,18.06,In-store,Newfoundland and Labrador,Salad
2022-01-14,37.37,In-store,Saskatchewan,Salad
2022-01-03,8.92,In-store,British Columbia,Salad
2022-01-31,44.0,In-store,Newfoundland and Labrador,Salad
2022-01-04,18.33,In-store,Saskatchewan,Salad
2022-01-03,8.91,Takeaway,Manitoba,Salad
2022-01-09,36.48,In-store,Newfoundland and Labrador,Salad
2022-01-03,26.48,In-store,British Columbia,Salad
2022-01-14,41.85,In-store,British Columbia,Salad
2022-01-17,18.49,In-store,British Columbia,Salad
2022-01-11,8.91,Takeaway,Newfoundland and Labrador,Salad
2022-01-03,35.97,In-store,Saskatchewan,Salad
2022-01-04,27.48,In-store,British Columbia,Salad
2022-01-12,17.73,Takeaway,Saskatchewan,Salad
2022-01-03,18.34,Takeaway,Saskatchewan,Salad
2022-01-22,26.65,In-store,British Columbia,Salad
2022-01-07,27.78,Takeaway,Manitoba,Salad
2022-01-10,35.11,In-store,Newfoundland and Labrador,Salad
2022-01-13,8.76,In-store,British Columbia,Salad
2022-01-13,8.71,In-store,Manitoba,Salad
2022-01-01,17.73,Takeaway,British Columbia,Salad
2022-01-04,35.63,In-store,Manitoba,Salad
2022-01-27,8.77,Takeaway,Newfoundland and Labrador,Salad
2022-01-01,18.31,In-store,Newfoundland and Labrador,Salad
2022-01-17,18.39,In-store,Manitoba,Salad
2022-01-17,26.48,Takeaway,British Columbia,Salad
2022-01-11,26.78,Takeaway,Newfoundland and Labrador,Salad
2022-01-14,4.98,In-store,Manitoba,Refresher
2022-01-25,5.19,In-store,Newfoundland and Labrador,Refresher
2022-01-26,5.08,Takeaway,Saskatchewan,Refresher
2022-01-10,15.17,In-store,Saskatchewan,Refresher
2022-01-11,10.11,In-store,British Columbia,Refresher
2022-01-09,5.02,In-store,Saskatchewan,Refresher
2022-01-16,4.84,In-store,British Columbia,Refresher
2022-01-21,4.89,Takeaway,British Columbia,Refresher
2022-01-07,5.06,In-store,Newfoundland and Labrador,Refresher
2022-01-11,4.96,In-store,Manitoba,Refresher
2022-01-29,20.25,In-store,Newfoundland and Labrador,Refresher
2022-01-03,19.94,In-store,British Columbia,Refresher
2022-01-14,9.96,Takeaway,Saskatchewan,Refresher
2022-01-23,4.97,In-store,British Columbia,Refresher
2022-01-05,20.4,Takeaway,Saskatchewan,Refresher
2022-01-03,5.19,In-store,Saskatchewan,Refresher
2022-01-05,14.74,In-store,British Columbia,Refresher
2022-01-28,5.11,In-store,Newfoundland and Labrador,Refresher
2022-01-01,9.94,Takeaway,Newfoundland and Labrador,Refresher
2022-01-06,9.98,In-store,Newfoundland and Labrador,Refresher
2022-01-03,5.09,In-store,British Columbia,Refresher
2022-01-04,5.04,In-store,British Columbia,Refresher
2022-01-20,14.85,In-store,British Columbia,Refresher
2022-01-09,5.01,In-store,Saskatchewan,Refresher
2022-01-18,9.9,In-store,Saskatchewan,Refresher
2022-01-19,9.98,In-store,Newfoundland and Labrador,Refresher
2022-01-26,5.05,In-store,Saskatchewan,Refresher
2022-01-01,10.11,In-store,British Columbia,Refresher
2022-01-27,5.06,In-store,Manitoba,Refresher
2022-01-19,10.62,In-store,Saskatchewan,Refresher
2022-01-06,5.07,In-store,Newfoundland and Labrador,Refresher
2022-01-25,9.76,In-store,Saskatchewan,Refresher
2022-01-27,5.14,In-store,Newfoundland and Labrador,Refresher
2022-01-09,19.83,Takeaway,Newfoundland and Labrador,Refresher
2022-01-28,15.21,In-store,British Columbia,Refresher
2022-01-14,14.99,In-store,British Columbia,Refresher
2022-01-19,14.7,Takeaway,British Columbia,Refresher
2022-01-31,9.97,Takeaway,Manitoba,Refresher
2022-01-12,20.51,In-store,Saskatchewan,Refresher
2022-01-25,10.12,In-store,British Columbia,Refresher
2022-01-11,15.44,Takeaway,Newfoundland and Labrador,Refresher
2022-01-25,5.14,In-store,Saskatchewan,Refresher
2022-01-19,10.06,In-store,Manitoba,Refresher
2022-01-07,4.7,In-store,Newfoundland and Labrador,Refresher
2022-01-13,4.92,Takeaway,British Columbia,Refresher
2022-01-11,9.71,Takeaway,Saskatchewan,Refresher
2022-01-04,5.15,Takeaway,British Columbia,Refresher
2022-01-03,4.62,In-store,Saskatchewan,Juice
2022-01-11,4.54,Takeaway,Newfoundland and Labrador,Juice
2022-01-02,9.06,In-store,Saskatchewan,Juice
2022-01-06,8.85,In-store,Manitoba,Juice
2022-01-24,4.49,In-store,Saskatchewan,Juice
2022-01-23,9.22,In-store,Newfoundland and Labrador,Juice
2022-01-24,4.59,In-store,British Columbia,Juice
2022-01-11,4.45,In-store,British Columbia,Juice
2022-01-27,13.62,In-store,British Columbia,Juice
2022-01-19,13.65,Takeaway,British Columbia,Juice
2022-01-05,8.98,Takeaway,Newfoundland and Labrador,Juice
2022-01-05,8.85,In-store,Manitoba,Juice
2022-01-21,6.08,In-store,Manitoba,Juice
2022-01-06,9.09,Takeaway,Newfoundland and Labrador,Juice
2022-01-17,8.95,In-store,Saskatchewan,Juice
2022-01-31,8.86,Takeaway,Manitoba,Juice
2022-01-01,8.75,Takeaway,British Columbia,Juice
2022-01-02,8.87,In-store,British Columbia,Juice
2022-01-31,4.58,Takeaway,Newfoundland and Labrador,Juice
2022-01-19,13.48,Takeaway,Newfoundland and Labrador,Juice
2022-01-05,4.59,In-store,Manitoba,Juice
2022-01-28,4.42,In-store,Newfoundland and Labrador,Juice
2022-01-27,13.58,Takeaway,British Columbia,Juice
2022-01-18,4.46,In-store,British Columbia,Juice
2022-01-20,13.97,In-store,Newfoundland and Labrador,Juice
2022-01-10,4.53,Takeaway,Manitoba,Juice
2022-01-03,4.41,Takeaway,Manitoba,Juice
2022-02-11,11.01,In-store,British Columbia,Coffee
2022-02-15,6.89,In-store,Manitoba,Coffee
2022-02-01,17.6,In-store,Manitoba,Coffee
2022-02-22,3.45,In-store,Saskatchewan,Coffee
2022-02-15,10.87,In-store,British Columbia,Coffee
2022-02-11,7.12,In-store,British Columbia,Coffee
2022-02-03,10.36,In-store,Newfoundland and Labrador,Coffee
2022-02-25,17.68,In-store,British Columbia,Coffee
2022-02-11,14.07,In-store,British Columbia,Coffee
2022-02-19,14.2,In-store,British Columbia,Coffee
2022-02-04,3.46,In-store,Newfoundland and Labrador,Coffee
2022-02-28,10.66,Takeaway,Newfoundland and Labrador,Coffee
2022-02-05,3.39,In-store,British Columbia,Coffee
2022-02-06,3.39,In-store,Newfoundland and Labrador,Coffee
2022-02-24,3.53,In-store,Newfoundland and Labrador,Coffee
2022-02-25,10.55,Takeaway,Newfoundland and Labrador,Coffee
2022-02-07,3.5,Takeaway,Newfoundland and Labrador,Coffee
2022-02-14,14.12,Takeaway,Saskatchewan,Coffee
2022-02-21,7.03,Takeaway,Manitoba,Coffee
2022-02-24,3.5,Takeaway,Manitoba,Coffee
2022-02-10,6.91,In-store,Manitoba,Coffee
2022-02-15,14.47,In-store,British Columbia,Coffee
2022-02-21,3.43,In-store,Ontario,Coffee
2022-02-21,3.53,In-store,Newfoundland and Labrador,Coffee
2022-02-22,3.48,Takeaway,Saskatchewan,Coffee
2022-02-16,3.62,In-store,Manitoba,Coffee
2022-02-03,6.87,In-store,Manitoba,Coffee
2022-02-25,6.9,Takeaway,Newfoundland and Labrador,Coffee
2022-02-24,6.86,In-store,British Columbia,Coffee
2022-02-23,7.05,In-store,Newfoundland and Labrador,Coffee
2022-02-03,10.21,In-store,Newfoundland and Labrador,Coffee
2022-02-07,3.47,In-store,Manitoba,Coffee
2022-02-21,3.35,Takeaway,British Columbia,Coffee
2022-02-01,7.03,Takeaway,Saskatchewan,Coffee
2022-02-28,6.93,Takeaway,Newfoundland and Labrador,Coffee
2022-02-10,10.19,In-store,Saskatchewan,Coffee
2022-02-21,7.15,In-store,British Columbia,Coffee
2022-02-25,6.82,In-store,Manitoba,Coffee
2022-02-11,7.11,Takeaway,British Columbia,Coffee
2022-02-09,3.45,In-store,Newfoundland and Labrador,Coffee
2022-02-17,3.61,Takeaway,Manitoba,Coffee
2022-02-16,7.1,In-store,British Columbia,Coffee
2022-02-11,10.29,Takeaway,Newfoundland and Labrador,Coffee
2022-02-17,3.44,In-store,British Columbia,Coffee
2022-02-26,10.43,In-store,British Columbia,Coffee
2022-02-14,14.17,In-store,Manitoba,Coffee
2022-02-06,10.46,Takeaway,Saskatchewan,Coffee
2022-02-10,3.48,Takeaway,Saskatchewan,Coffee
2022-02-11,6.98,In-store,Newfoundland and Labrador,Coffee
2022-02-03,10.77,In-store,Newfoundland and Labrador,Coffee
2022-02-04,6.9,Takeaway,Saskatchewan,Coffee
2022-02-19,13.59,In-store,British Columbia,Coffee
2022-02-10,3.51,In-store,Manitoba,Coffee
2022-02-28,14.27,In-store,British Columbia,Coffee
2022-02-07,7.11,In-store,Saskatchewan,Coffee
2022-02-03,3.49,In-store,British Columbia,Coffee
2022-02-22,3.48,In-store,Manitoba,Coffee
2022-02-24,3.38,In-store,Manitoba,Coffee
2022-02-08,10.28,In-store,Saskatchewan,Coffee
2022-02-06,13.83,Takeaway,British Columbia,Coffee
2022-02-05,10.42,In-store,Newfoundland and Labrador,Coffee
2022-02-15,10.57,Takeaway,Newfoundland and Labrador,Coffee
2022-02-14,3.49,Takeaway,British Columbia,Coffee
2022-02-08,3.51,In-store,British Columbia,Coffee
2022-02-01,7.15,Takeaway,British Columbia,Coffee
2022-02-14,10.25,In-store,British Columbia,Coffee
2022-02-28,17.42,Takeaway,Manitoba,Coffee
2022-02-18,7.03,In-store,British Columbia,Coffee
2022-02-14,6.9,In-store,Saskatchewan,Coffee
2022-02-03,10.8,In-store,British Columbia,Coffee
2022-02-08,3.56,In-store,British Columbia,Coffee
2022-02-08,3.52,Takeaway,Manitoba,Coffee
2022-02-22,3.63,In-store,British Columbia,Coffee
2022-02-24,6.79,In-store,Saskatchewan,Coffee
2022-02-25,7.0,Takeaway,Saskatchewan,Coffee
2022-02-28,7.05,In-store,British Columbia,Coffee
2022-02-28,6.87,In-store,Newfoundland and Labrador,Coffee
2022-02-27,10.42,In-store,Saskatchewan,Coffee
2022-02-02,7.04,In-store,British Columbia,Coffee
2022-02-04,10.27,In-store,Manitoba,Coffee
2022-02-09,3.55,Takeaway,Saskatchewan,Coffee
2022-02-16,17.87,Takeaway,British Columbia,Coffee
2022-02-03,3.52,In-store,Manitoba,Coffee
2022-02-24,8.78,Takeaway,Newfoundland and Labrador,Coffee
2022-02-17,10.3,Takeaway,British Columbia,Coffee
2022-02-15,10.62,Takeaway,Saskatchewan,Coffee
2022-02-04,7.0,Takeaway,Newfoundland and Labrador,Coffee
2022-02-08,6.62,In-store,British Columbia,Coffee
2022-02-04,3.59,In-store,Manitoba,Coffee
2022-02-24,3.51,Takeaway,British Columbia,Coffee
2022-02-16,6.89,In-store,Manitoba,Coffee
2022-02-21,7.14,In-store,British Columbia,Coffee
2022-02-08,13.81,Takeaway,Saskatchewan,Coffee
2022-02-10,6.9,In-store,Newfoundland and Labrador,Coffee
2022-02-11,7.05,In-store,Newfoundland and Labrador,Coffee
2022-02-22,18.12,Takeaway,Newfoundland and Labrador,Coffee
2022-02-22,7.23,Takeaway,Manitoba,Coffee
2022-02-07,10.58,In-store,Newfoundland and Labrador,Coffee
2022-02-27,14.04,Takeaway,Saskatchewan,Coffee
2022-02-03,3.53,In-store,Newfoundland and Labrador,Coffee
2022-02-25,7.11,In-store,Manitoba,Coffee
2022-02-03,6.82,In-store,British Columbia,Coffee
2022-02-08,3.55,In-store,Newfoundland and Labrador,Coffee
2022-02-24,3.45,In-store,British Columbia,Coffee
2022-02-05,3.45,In-store,British Columbia,Coffee
2022-02-11,10.57,Takeaway,Saskatchewan,Coffee
2022-02-13,7.21,Takeaway,Newfoundland and Labrador,Coffee
2022-02-07,3.48,In-store,Newfoundland and Labrador,Coffee
2022-02-21,17.68,In-store,British Columbia,Coffee
2022-02-24,3.51,In-store,Newfoundland and Labrador,Coffee
2022-02-24,6.57,Takeaway,Newfoundland and Labrador,Coffee
2022-02-09,3.51,In-store,Newfoundland and Labrador,Coffee
2022-02-15,7.09,In-store,British Columbia,Coffee
2022-02-07,3.53,Takeaway,British Columbia,Coffee
2022-02-07,13.97,In-store,British Columbia,Coffee
2022-02-04,18.07,In-store,Newfoundland and Labrador,Coffee
2022-02-26,14.14,In-store,Newfoundland and Labrador,Coffee
2022-02-25,7.04,Takeaway,Manitoba,Coffee
2022-02-22,3.53,In-store,Newfoundland and Labrador,Coffee
